symbol	probe_id
ZNF782	235290_at
FLJ32255	235291_s_at
SIKE1	235294_at
EIF5A2	235296_at
CELF1	235297_at
WDR27	235298_at
SLC41A2	235299_at
RCHY1	235300_x_at
KIAA1324L	235301_at
TRMT10B	235303_at
LOC100507486	235304_at
ECHDC2	235305_s_at
GIMAP8	235306_at
LMTK2	235307_at
ZBTB20	235308_at
RPS15A	235309_at
GCSAM	235310_at
FKBP14	235311_at
NRAP	235312_s_at
RPL32P3	235314_at
TSC22D1	235315_at
NAT8L	235316_at
LOC284454	235317_at
FBN1	235318_at
LOC100216546	235319_at
ARL6	235320_at
NDUFS1	235321_at
LOC100499489	235323_at
SRSF3	235324_at
SPG7	235325_at
UBXN2A	235327_x_at
PLXNC1	235328_at
NOXO1	235329_at
CCDC117	235330_at
PCGF5	235331_x_at
B4GALT6	235333_at
ST6GALNAC3	235334_at
ABCA9	235335_at
SERTAD4	235337_at
SETDB2	235338_s_at
GANC	235340_at
DNAJC3	235341_at
SPOCK3	235342_at
VASH2	235343_at
PPM1A	235344_at
RUFY2	235345_at
FUNDC1	235346_at
LRCH3	235347_at
ABHD13	235348_at
FAM82A1	235349_at
C4orf19	235350_at
TTLL7	235351_at
MR1	235352_at
SEL1L3	235353_at
RSRC1	235354_s_at
CSRNP3	235355_at
NHLRC2	235356_at
DPF3	235357_at
LOC728485	235358_at
LRRC33	235359_at
PLEKHM3	235360_at
STAMBP	235361_at
LOC729970	235362_at
TSC22D3	235364_at
DFNB59	235365_at
ZNF10	235366_at
MYPN	235367_at
ADAMTS5	235368_at
C14orf28	235369_at
KREMEN1	235370_at
GXYLT2	235371_at
FCRLA	235372_at
LOC100506314	235373_at
MDH1	235374_at
TTC9B	235375_x_at
MLIP	235377_at
FAM161B	235378_at
LOC100506114	235379_at
RSF1	235381_at
AQPEP	235382_at
MYO7B	235383_at
NUDT19	235384_at
MARCH1	235385_at
GSTCD	235387_at
CHD9	235388_at
PHF20	235389_at
SREK1IP1	235390_at
FAM92A1	235391_at
PLAA	235394_at
SEC63	235395_at
C22orf25	235396_at
LINC00174	235397_at
ZNF805	235398_at
FCRLA	235400_at
PPP1R32	235402_at
ARID5B	235404_at
GSTA4	235405_at
TMEM161B-AS1	235406_x_at
ZNF117	235408_x_at
MGA	235409_at
NPHP3	235410_at
PGBD1	235411_at
ARHGEF7	235412_at
GGCX	235413_at
ZNF383	235414_at
RPRD2	235415_at
LOC643201	235416_at
SPOCD1	235417_at
FAHD2A	235418_at
HAPLN4	235420_at
MAP3K8	235421_at
ORC2	235423_at
SGOL2	235425_at
GATM	235426_at
CFLAR	235427_at
C14orf43	235430_at
PELI3	235431_s_at
NPHP3	235432_at
APOOL	235433_at
AASDH	235435_at
DDX31	235436_at
RBMS2	235439_at
SPTY2D1	235440_at
CXorf56	235442_at
LOC100131067	235443_at
FOXP1	235444_at
XIST	235446_at
TRUB1	235447_at
ZXDC	235448_at
LRSAM1	235449_at
FBXL4	235450_at
SMAD5	235451_at
TOR1AIP2	235453_at
FAM131C	235455_at
MAML2	235457_at
HAVCR2	235458_at
RNF41	235459_at
SNX22	235460_at
TET2	235461_at
CPEB2	235462_at
CERS6	235463_s_at
CSNK1A1	235464_at
FAM123A	235465_at
DISP1	235466_s_at
KCNC4	235467_s_at
RBFOX3	235468_at
NAA38	235470_at
VSTM4	235471_at
FUT10	235472_at
MED6	235473_at
SERP1	235475_at
TRIM59	235476_at
DCLRE1C	235478_at
CPEB2	235479_at
COMMD10	235481_at
PCBP1-AS1	235482_at
STX3	235483_at
PTAR1	235484_at
WDR44	235485_at
KIAA1549L	235486_at
RASL10B	235488_at
RHOJ	235489_at
TMEM107	235490_at
ZBTB10	235491_at
RNF217	235492_at
LSAMP	235494_at
CCDC97	235495_at
HRCT1	235496_at
LOC643837	235497_at
LRRIQ3	235498_at
LOC728743	235499_at
HNRNPC	235500_at
PPP2CA	235502_at
ASB5	235503_at
GREM2	235504_at
LRPAP1	235505_s_at
PCMTD1	235507_at
PML	235508_at
NDUFAF6	235509_at
USHBP1	235510_at
RBM4	235511_at
CDKL1	235512_at
ASPRV1	235514_at
SYNE4	235515_at
SEPSECS	235516_at
SLC8A1	235518_at
FOXK1	235519_at
ZNF280C	235520_at
HOXA3	235521_at
CLEC2D	235522_at
CTC1	235523_at
RALGAPA1	235524_at
DLGAP1	235527_at
GUCA1B	235528_at
SAMHD1	235529_x_at
COX19	235533_at
SNORD89	235536_at
OCIAD1	235537_at
NUMA1	235539_at
GNRH1	235540_at
LAS1L	235541_at
TET3	235542_at
FAM171A2	235544_x_at
DEPDC1	235545_at
SPINT1	235546_at
N4BP2L2	235547_at
APCDD1L	235548_at
RNF144B	235549_at
MAP9	235550_at
WDR4	235551_at
METTL14	235552_at
GAPVD1	235553_at
PACRGL	235554_x_at
CREBRF	235556_at
GPAT2	235557_at
RBMS2	235558_at
FAM188B	235559_at
TXNL1	235561_at
C3orf70	235562_at
ZNF117	235564_at
ZNF425	235565_at
TMF1	235566_at
RORA	235567_at
C19orf59	235568_at
VPS37D	235569_at
RBMS3	235570_at
SPC24	235572_at
GBP4	235574_at
WDR27	235576_at
ZNF652	235577_at
ABCC9	235578_at
SCAF11	235579_at
ZNF141	235580_at
E2F2	235582_at
ILDR1	235583_at
LOC285033	235584_at
LOC202781	235587_at
ESCO2	235588_at
MDM4	235589_s_at
FAM178A	235590_at
SSTR1	235591_at
ZEB2	235593_at
AIMP1	235594_at
ARHGEF2	235595_at
RGPD1	235597_s_at
SMAD2	235598_at
LOC339535	235599_at
TP53INP1	235602_at
HNRNPU	235603_at
ZNF493	235604_x_at
CASZ1	235605_at
LOC344595	235606_at
BRIP1	235609_at
ALKBH8	235610_at
SREK1	235611_at
TMEM151A	235614_at
PGGT1B	235615_at
TSHZ2	235616_at
ZNF507	235618_at
ASB4	235619_at
ZMYM5	235620_x_at
FAHD2A	235621_at
ELP2	235623_at
HDLBP	235624_at
VPS41	235625_at
CAMK1D	235626_at
PFN4	235627_at
FLJ33630	235628_x_at
DDR2	235631_at
PURG	235634_at
ARHGAP5	235635_at
LOC100996793	235636_at
RASSF6	235638_at
CDH19	235639_at
TRIB1	235641_at
SAMD9L	235643_at
CCDC138	235644_at
ESCO1	235645_at
AP4S1	235647_at
ZNF567	235648_at
ADAMTS8	235649_at
CDHR3	235650_at
TTC22	235651_at
THAP6	235653_s_at
TMEM218	235654_at
PTOV1	235665_at
ITGA8	235666_at
USP46-AS1	235667_at
PRDM1	235668_at
AGXT2L2	235669_at
STX11	235670_at
MAP6	235672_at
KIAA0922	235674_at
DHFRL1	235675_at
SRR	235677_at
GM2A	235678_at
HSPB7	235682_s_at
SESN3	235683_at
TYW5	235686_at
ZNF626	235687_at
TRAF4	235688_s_at
MTFMT	235689_at
ZNF594	235690_at
LOC729970	235691_at
SH3KBP1	235692_at
TCFL5	235694_at
INPP4A	235695_at
ZFP90	235698_at
REM2	235699_at
PLB1	235703_at
DAZAP2	235704_at
CPM	235706_at
C6orf228	235707_at
KLB	235708_at
GAS2L3	235709_at
VPS53	235710_at
PURB	235711_at
ALKBH8	235713_at
GANC	235714_at
SPRNP1	235715_at
ZNF229	235717_at
SRL	235718_at
CYP4V2	235719_at
CRIP3	235720_at
DTX3	235721_at
SYNJ2BP	235722_at
BNC2	235723_at
ACSS1	235724_at
SMAD4	235725_at
ZBTB10	235726_at
KLHL28	235727_at
ZFP3	235728_at
ZNF514	235729_at
AIPL1	235731_at
ZNF704	235732_at
GXYLT2	235733_at
TNFSF8	235735_at
LOC100287482	235736_at
TSLP	235737_at
MCTP1	235740_at
PPIA	235741_at
RHOC	235742_at
PPTC7	235744_at
ERN1	235745_at
SLC25A16	235747_at
MTHFD2L	235748_s_at
UGGT2	235749_at
VMO1	235751_s_at
HOXA7	235753_at
HFE	235754_at
TNRC18	235755_at
PNMA6C	235758_at
NSD1	235760_at
TAS2R14	235762_at
SLC44A5	235763_at
PRDM5	235764_at
TLE4	235765_at
RAB27A	235766_x_at
PHAX	235767_x_at
SH3RF2	235768_at
ZNF497	235769_at
MASP1	235770_at
ZIK1	235773_at
LOC100422737	235774_at
TMTC2	235775_at
LINC00475	235776_x_at
ANKRD44	235777_at
ZNF790-AS1	235779_at
PRKACB	235780_at
CACNA1B	235781_at
MRTO4	235783_at
CDC37L1	235787_at
KDM4B	235789_at
CHD1	235791_x_at
PIK3C2A	235792_x_at
MOBP	235794_at
PAX6	235795_at
HMCN2	235797_x_at
TMEM170B	235798_at
NSL1	235799_at
TUSC3	235801_at
PLD4	235802_at
ARAP3	235806_at
LIN54	235809_at
ZNF182	235810_at
CNEP1R1	235812_at
TSHZ2	235815_at
RGL4	235816_s_at
TMEM184A	235817_at
VSTM1	235818_at
BTF3L4	235819_at
COQ9	235822_at
TAB1	235827_at
PRELID2	235828_at
CAHM	235829_at
NKX6-2	235832_at
PPAT	235833_at
CALD1	235834_at
MXRA7	235836_at
SNIP1	235837_at
NLGN2	235838_at
C22orf34	235839_at
ZKSCAN3	235840_at
PHTF1	235844_at
SP5	235845_at
FSBP	235846_at
SCARA5	235849_at
FAM162A	235850_at
GNAS	235851_s_at
STON2	235852_at
C3orf58	235853_at
ROCK1	235854_x_at
COX15	235855_at
KCTD11	235857_at
CREBBP	235858_at
MLL3	235859_at
JSRP1	235863_at
CELF1	235865_at
C9orf85	235866_at
GSTM3	235867_at
MGEA5	235868_at
LOC100129858	235869_at
LIPH	235871_at
PRSS35	235874_at
TMEM218	235876_at
TAF1B	235878_at
MBNL1	235879_at
SRRM3	235880_at
FMNL2	235881_at
VPS53	235882_at
LOC644794	235884_at
P2RY12	235885_at
LOC100505666	235886_at
GUSBP1	235888_at
TBL1XR1	235890_at
MIR214	235891_at
SMCR7	235896_s_at
COPZ2	235897_at
CA13	235899_at
SPNS3	235900_at
ANKS6	235903_at
UGT3A1	235904_at
ZNF704	235905_at
TAF10	235906_at
TMEM33	235907_at
MMP11	235908_at
PCBP1-AS1	235909_at
ZNF316	235910_x_at
MFI2	235911_at
ZNF880	235913_at
SYNPO	235914_at
YPEL4	235916_at
CEP97	235918_x_at
VTI1A	235923_at
XPO1	235927_at
ZNF503-AS2	235928_at
KCNMB4	235930_at
METTL21A	235931_at
HMCN2	235932_x_at
FLJ32154	235933_at
NAPA-AS1	235934_at
LRRC73	235935_at
LOC254559	235936_at
OCLN	235937_at
C9orf64	235940_at
HMCN1	235944_at
RIBC1	235946_at
LOC100996458	235947_at
RIMKLA	235948_at
TTC26	235949_at
ZNF688	235950_at
ZNF610	235953_at
MARVELD2	235955_at
KIAA1377	235956_at
GRIP1	235957_at
PLA2G4F	235958_at
FXR1	235960_at
GPR161	235961_at
AZI2	235962_at
SAMHD1	235964_x_at
DAB2IP	235966_at
AGAP1	235968_at
LCORL	235970_at
TMEM131	235972_at
TRIP11	235973_at
EXOC4	235974_at
MTO1	235975_at
SLITRK6	235976_at
LONRF2	235977_at
FABP4	235978_at
C7	235979_at
PIK3CA	235980_at
C8orf22	235981_at
FCRL1	235982_at
PRKXP1	235987_at
GPR110	235988_at
LOC100130987	235990_at
CYB5RL	235991_at
PSMF1	235993_at
PLAC2	235994_s_at
PUM2	235995_at
RASSF8	235996_at
ZNF74	235997_at
RHPN1	235998_at
LINC00675	236001_at
AKAP10	236006_s_at
LOC100128909	236008_at
PERP	236009_at
FOXK1	236011_at
PSMF1	236012_at
CACNA1E	236013_at
MKX	236014_at
PCNXL4	236015_at
SMARCE1	236016_at
CDKL3	236017_at
RAB12	236019_at
TRUB1	236020_s_at
MYO19	236022_at
CDK9	236023_at
GPM6A	236024_at
NCOR2	236025_at
GPATCH2	236026_at
SFR1	236027_at
IBSP	236028_at
FAT3	236029_at
RCOR2	236030_at
FREM1	236031_x_at
ASB12	236033_at
ANGPT2	236034_at
LOC100506343	236036_at
KIAA1244	236037_at
LYPD5	236039_at
XAGE3	236040_at
LOC100130219	236042_at
PPAPDC1A	236044_at
FLJ44896	236046_at
XKR6	236047_at
LHFPL1	236048_at
WDR90	236049_at
C11orf35	236050_at
TRNP1	236052_at
LOC100128653	236053_at
DQX1	236055_at
MARCH8	236056_s_at
KCTD1	236057_at
C1orf172	236058_at
LOC100130428	236059_at
PRDM15	236061_at
SLC25A35	236064_at
C3orf14	236068_s_at
C2orf81	236070_at
LOC494558	236071_at
EPHA10	236073_at
LOC257396	236076_at
GANC	236077_at
KIAA1609	236078_at
LOC202025	236079_at
LOC100507670	236080_at
SNCA	236081_at
PHLDB3	236082_at
BCL2L15	236083_at
CAPSL	236085_at
ABLIM2	236087_at
NTNG1	236088_at
HMGB2	236091_at
TCF7L2	236094_at
NTRK2	236095_at
SIPA1L3	236096_at
C17orf110	236098_at
FBXO10	236100_at
LOC100126784	236102_at
HNRPLL	236104_at
ZBTB10	236105_at
UBE2Z	236107_at
EPG5	236108_at
LOC285548	236112_at
HTR7P1	236115_at
LOC100128893	236118_at
SPRR2G	236119_s_at
OR51E2	236121_at
ST7L	236123_at
LOC153546	236124_at
ACVR2B	236126_at
ZNF91	236128_at
GALNT5	236129_at
SNORA37	236130_at
TLN1	236132_at
ZNF254	236133_x_at
DCAF7	236134_at
PNPLA7	236135_at
LMBRD2	236138_at
GCLM	236140_at
NBLA00301	236141_at
PPIH	236142_at
CPXM2	236144_at
SYNCRIP	236146_at
LOC100507568	236148_at
AGPHD1	236150_at
SRRM4	236151_at
PAGE5	236152_at
QKI	236154_at
ZCCHC6	236155_at
LIPA	236156_at
LOC728853	236158_at
CALM2	236159_x_at
TRIP11	236160_at
LOC100287598	236162_at
LIX1	236163_at
FLJ10038	236164_at
MSL3	236165_at
LOC285147	236166_at
ATP2C2	236171_at
LTB4R	236172_at
LRIG1	236173_s_at
TRIM55	236175_at
C6orf162	236178_at
CDH11	236179_at
LOC389831	236181_at
FAM185A	236182_at
DYNC1H1	236183_at
NHLRC2	236185_at
IL17RE	236186_x_at
PPIL6	236187_s_at
NAP1L4	236188_s_at
ANKRD50	236189_at
HOOK3	236192_at
PRKCG	236195_x_at
FAF1	236200_at
HLA-DQA1	236203_at
COPS8	236204_at
ABCC6P1	236205_at
FAM53A	236206_at
SSFA2	236207_at
MOCS2	236208_at
FAM71F1	236214_at
SLC31A1	236217_at
PHOSPHO1	236218_at
SLC35G1	236219_at
AP4B1	236221_at
C3orf15	236222_at
RIT1	236223_s_at
GGT6	236225_at
BTLA	236226_at
TMEM161B	236227_at
LOC100130744	236228_at
ZNF271	236231_at
STX4	236232_at
TRIM32	236233_at
PDE1A	236234_at
ITCH	236235_at
WNK3	236236_at
XPNPEP1	236239_at
C4orf29	236240_at
MED31	236241_at
ZCCHC6	236243_at
HNRNPU	236244_at
ODF3L1	236245_at
NSUN4	236247_at
TADA2B	236248_x_at
IKBIP	236249_at
AFG3L1P	236250_at
ZNF546	236253_at
VPS13B	236254_at
PLEKHG4B	236255_at
CD2AP	236257_at
C20orf151	236258_at
STK4	236259_at
LOC100287598	236260_at
OSBPL6	236261_at
MMRN2	236262_at
SHH	236263_at
LPHN3	236264_at
SP4	236265_at
RORA	236266_at
ZNF346	236267_at
SEC22C	236268_at
ZNF628	236269_at
NFATC4	236270_at
UNC119B	236272_at
NBPF1	236273_at
EIF3B	236274_at
KRBA1	236275_at
HIST1H3E	236278_at
HTR7	236281_x_at
LOC646214	236283_x_at
KIAA0146	236284_at
KLHDC7B	236285_at
PROCA1	236286_at
RNF34	236288_at
LOC100506563	236289_at
DOK6	236290_at
RDH5	236291_at
RNF130	236292_at
RHOH	236293_at
HUWE1	236294_at
NLRC3	236295_s_at
C8orf58	236296_x_at
PDSS1	236298_at
PDE3A	236300_at
IKZF3	236301_at
PPM1E	236302_at
RFESD	236305_at
KIAA2026	236306_at
VSTM2A	236308_at
ZMIZ2	236309_x_at
LOH12CR2	236311_at
CDKN2B	236313_at
EPM2AIP1	236314_at
FAM3C	236316_at
CCDC17	236320_at
FAM200B	236321_at
PVRL3-AS1	236323_at
MBP	236324_at
KIAA1377	236325_at
HDAC7	236326_at
ZNF285	236328_at
SCN8A	236329_at
CDKL2	236331_at
DHRS7	236332_at
GUCY1A2	236335_at
BOLA3-AS1	236336_at
SYCP2L	236337_at
PPM1L	236339_at
LOC100506380	236340_at
CTLA4	236341_at
PDE1C	236344_at
MMAA	236347_at
TMEM176B	236348_at
LOC389023	236351_at
VGLL2	236352_at
NDUFS1	236356_at
SCN4B	236359_at
FLJ42875	236360_at
GALNTL2	236361_at
LSM3	236363_at
AMACR	236365_at
LOC440149	236366_at
SMG7	236367_at
KIAA0368	236368_at
TGS1	236371_s_at
CTXN3	236374_at
RIMKLA	236376_at
TMEM132D	236377_at
CIB4	236378_at
WRAP73	236381_s_at
C17orf85	236384_at
LOC100129961	236387_at
STRN	236388_at
C20orf94	236390_at
CUL9	236392_at
IDH1-AS1	236400_at
BRAF	236402_at
THAP7-AS1	236403_at
FBXO41	236405_at
ZNF324B	236406_at
KCNE1	236407_at
LOC100505983	236412_at
DENND5B	236415_at
ARHGEF7	236416_at
TTLL10	236418_at
ANO4	236420_s_at
ANKRD45	236421_at
CEP250	236424_at
KIF19	236426_at
ZNF83	236429_at
TMED6	236430_at
U2SURP	236431_at
LOC100506713	236433_at
PES1	236434_at
SLC25A45	236436_at
NETO1	236440_at
DPF3	236442_at
GIGYF1	236447_at
UNC5A	236448_at
CSTB	236449_at
RNF212	236454_at
PTPN5	236456_at
GTDC1	236457_at
PRKCE	236459_at
ABHD1	236461_at
ADAD2	236463_at
RNF175	236465_at
NFE2L3	236471_at
CC2D2A	236473_at
MICAL2	236475_at
PRPF40A	236477_at
IFNAR1	236478_at
FAH	236481_at
TMC6	236482_at
LOC100507111	236485_at
SCLT1	236487_at
GPR110	236489_at
NEDD4L	236490_at
BCL2L10	236491_at
PPP2R2A	236492_at
NKAPP1	236493_at
DEGS2	236496_at
LOC729683	236497_at
C1orf86	236498_s_at
SALL4	236501_at
C6orf52	236504_x_at
NUP62	236505_at
ZDHHC3	236507_at
ACOT8	236514_at
MEGF10	236517_at
KIAA1984	236518_at
C9orf135	236519_at
SDCBP2-AS1	236520_at
LOC285556	236523_at
FBXO36	236525_at
C5orf44	236526_x_at
SRCRB4D	236529_at
HS1BP3	236530_at
C11orf87	236532_at
ASAP1	236533_at
BNIPL	236534_at
SMC6	236535_at
GALNT13	236536_at
GRIA2	236538_at
PTPN22	236539_at
ARSA	236541_at
GIPC2	236548_at
SNX20	236549_x_at
ZNF311	236550_s_at
LOC100507520	236553_at
TMC8	236554_x_at
TRAF3IP2-AS1	236555_at
LONRF1	236556_s_at
ZBTB38	236557_at
YWHAH	236559_at
LOC100129884	236560_at
TGFBR1	236561_at
ZNF439	236562_at
RD3	236563_at
LARP6	236565_s_at
CC2D1B	236568_at
ZNF366	236570_at
MIB1	236573_at
LOC284373	236574_at
ARHGEF26-AS1	236575_at
NKX2-1-AS1	236579_at
C1orf86	236584_at
CFDP1	236588_at
ZNF701	236589_at
LOC100505738	236591_at
LOC100131303	236593_at
LLGL1	236594_at
UGT3A1	236597_at
LOC100996579	236598_at
SPG20	236600_at
BAHCC1	236604_at
EIF3K	236605_at
GPR113	236608_at
PMS1	236609_at
RBM25	236613_at
LOC729683	236614_at
C20orf132	236618_at
RIF1	236620_at
RPS27	236621_at
PIGM	236622_at
ATP1A1OS	236623_at
LOC643837	236624_at
ALG1	236626_at
IBA57	236629_at
AQP2	236630_at
LINC00319	236631_at
HHIP-AS1	236632_at
C8orf48	236634_at
ZNF667	236635_at
TAS2R14	236637_at
FAM123C	236638_at
LOC100507165	236640_at
KIF14	236641_at
C5orf63	236642_at
LOC645321	236643_s_at
RNF180	236644_at
LOC100506312	236645_at
TMEM52B	236646_at
GMPS	236648_at
DTWD1	236649_at
KALRN	236651_at
LOC149703	236652_at
LINC00662	236653_at
TPD52	236655_at
LOC100288911	236656_s_at
RPS6KA2-AS1	236658_at
IQCF6	236661_at
AKT2	236664_at
CCDC18	236665_at
LRRC10B	236666_s_at
SDCBP2-AS1	236669_at
ZNF681	236672_at
TIFAB	236673_at
LOC388780	236674_at
RPA1	236675_at
NGB	236677_at
HOXD13	236681_at
RQCD1	236684_at
FRMPD3	236688_at
RNF151	236689_at
RHBDD1	236690_at
LOC100130155	236693_at
TXLNG2P	236694_at
STK4-AS1	236695_at
U2SURP	236696_at
EIF3C	236700_at
C20orf43	236702_at
NT5C2	236703_at
TMEM196	236705_at
LYG1	236706_at
DAPP1	236707_at
C1orf87	236710_at
ZIC4	236711_at
UACA	236715_x_at
FAM179A	236717_at
MYO10	236718_at
LOC100506299	236719_at
ALKBH1	236721_at
LOC100129380	236722_at
CFC1	236724_at
WWC1	236725_at
RGS6	236726_at
LNPEP	236728_at
CASP3	236729_at
GIPC3	236730_at
LUZP3P	236731_at
SLITRK1	236734_at
ENTHD2	236737_at
C3orf80	236738_at
LOC150622	236739_at
WDR72	236741_at
AGPAT6	236743_at
PHPT1	236744_at
CCDC78	236745_at
GALNT1	236746_at
LOC100507066	236747_at
RASGEF1C	236748_at
MNT	236749_at
LOC154822	236753_at
PPP1R2	236754_at
AMMECR1	236760_at
LHFPL3	236761_at
ATP9B	236762_at
IQCF2	236767_at
LOC100128139	236768_at
LOC158402	236769_at
RIPPLY2	236771_at
LOC100129195	236777_at
MRPS5	236779_at
SAMD3	236782_at
KCNIP4	236783_at
FAM135B	236786_at
MAPT-AS1	236789_at
BACH2	236796_at
UCMA	236800_at
C9orf96	236805_at
FGFR1OP2	236808_at
DMRTC2	236811_at
STMN4	236812_at
MORN4	236813_at
MDM4	236814_at
NAA25	236816_at
ADAT2	236817_at
PTBP1	236819_at
LOC100507288	236822_at
IDS	236823_at
TMEM132B	236824_at
TTC39B	236826_at
CCDC50	236831_at
ADCY10P1	236832_at
TTC16	236833_at
SCFD2	236834_at
FUT8-AS1	236835_at
MIPEPP3	236837_x_at
SRCIN1	236838_at
C12orf56	236840_at
NOX4	236843_at
DHX30	236844_at
TRIM62	236845_at
LOC284757	236846_at
C19orf18	236847_at
TEX13A	236848_s_at
VTI1A	236849_at
CAPRIN1	236850_at
FBXO43	236852_at
TEX29	236853_at
LINC00494	236854_at
C10orf85	236855_at
SLC38A1	236857_at
RUNX2	236858_s_at
NPY6R	236860_at
GOPC	236862_at
C17orf67	236863_at
SYTL3	236864_at
GALNS	236866_at
IQCF4	236870_at
RBM22	236872_at
LOC100130705	236875_at
H1FNT	236876_at
RAD52	236880_at
RIMKLA	236884_at
MEX3A	236885_at
LOC100049716	236886_at
KIN	236887_at
CAPZA3	236888_at
GTPBP5	236890_at
HOXB-AS3	236892_s_at
L1TD1	236894_at
ZIC1	236896_at
CCDC163P	236900_x_at
LINC00643	236902_at
TECTA	236904_x_at
CCDC173	236909_at
MRPL39	236910_at
RIMKLB	236911_at
LOC100506790	236914_at
C4orf47	236915_at
LRRC34	236917_at
LOC100507568	236925_at
TBX1	236926_at
SVEP1	236927_at
LOC441242	236929_at
NUMB	236930_at
GATAD2A	236932_s_at
EVPLL	236933_at
PTPN4	236935_at
LOC100505729	236937_at
PTPLAD2	236939_at
PRR14L	236941_at
CCDC171	236945_at
SRSF11	236948_x_at
LOC157381	236950_s_at
NSFL1C	236951_at
NHLRC3	236953_s_at
BOLL	236954_at
CDCA2	236957_at
LOC100506473	236958_at
UBQLNL	236965_at
LOC645249	236967_at
CCER1	236968_at
BCAP29	236970_s_at
TRIM63	236972_at
LOC100131662	236973_at
FANCA	236976_at
LOC646588	236977_at
BCL2L15	236979_at
STRN	236980_at
C17orf99	236981_at
TMC5	236983_at
C4orf26	236984_at
LINC00582	236986_at
ALPK2	236987_at
ITGB2	236988_x_at
FBXL4	236994_at
TFEC	236995_x_at
COA3	236998_at
NCDN	237002_at
BEST3	237003_at
LOC442075	237005_at
LOC643837	237011_at
MYBL1	237014_at
TMEM217	237016_at
CATSPERD	237020_at
LOC144486	237021_at
C3orf45	237024_at
ENO1-AS1	237028_at
HGD	237029_at
ACPP	237030_at
SIPA1L1	237032_x_at
FAM159A	237033_at
FBXO10	237036_at
CXCL14	237038_at
LOC100506088	237039_at
CWF19L2	237040_at
RCOR1	237041_x_at
LOC100507024	237042_at
ZNF503-AS2	237044_s_at
FAM91A1	237045_at
IL34	237046_x_at
LINC00281	237047_at
GIGYF2	237052_x_at
SYNDIG1L	237053_at
ENPP5	237054_at
INSC	237056_at
SLC6A13	237058_x_at
ZNF347	237061_at
TRPM1	237069_s_at
RGPD5	237073_at
NCSTN	237076_at
FOXA1	237086_at
LINC00244	237088_at
LOC100506113	237090_at
TBC1D9	237091_at
PRPF4B	237093_at
FAM19A5	237094_at
ASXL2	237095_at
C1orf21	237098_at
BPIFA2	237099_at
GHSR	237101_at
SLC11A2	237106_at
PRKRA	237107_at
FLJ42875	237108_x_at
TOM1L2	237109_at
LOC388942	237111_at
LOC646903	237116_at
KRT77	237120_at
WDR7	237122_at
KLHL9	237123_x_at
CD46	237126_at
CEP152	237129_at
RIIAD1	237131_at
TJP2	237132_at
SCARNA2	237137_at
PDE9A	237139_at
PPARA	237142_at
LTBP3	237144_at
EIF2AK4	237145_at
PCDP1	237151_s_at
LOC100506502	237155_at
MPHOSPH9	237158_s_at
AP1S3	237159_x_at
CCDC83	237160_at
LOC100506059	237161_at
KANK1	237162_at
LOC390705	237163_x_at
KIAA1217	237167_at
TNC	237169_at
LOC100507384	237170_at
LOC100130000	237173_at
CNTN4	237177_at
LOC100506414	237178_at
PCMTD2	237179_at
PSME4	237180_at
MRPL45P2	237182_at
GALNT5	237183_at
SUN5	237188_x_at
HOXB-AS1	237189_at
LOC100506558	237196_at
PGPEP1	237202_at
LOC100506546	237203_at
LINC00238	237205_at
MYOCD	237206_at
WDR61	237208_at
NFRKB	237209_s_at
MORN3	237211_x_at
TFRC	237214_at
ADAMTSL1	237217_at
PHKA1-AS1	237219_at
FSD2	237222_at
PDZK1IP1-AS1	237224_at
ZFY-AS1	237225_at
NEK10	237227_at
ZDHHC1	237228_at
KDM8	237229_at
GPHA2	237230_at
CYTH2	237234_at
LOC731789	237236_x_at
WWC1	237238_at
ECT2	237241_at
LINC00661	237242_at
LOC100506769	237244_at
USP51	237247_at
PDE11A	237248_at
KCNQ1OT1	237249_at
LRRC71	237251_at
THBD	237252_at
IGSF11-AS1	237253_at
SLC5A11	237254_at
LOC100506115	237255_at
FBXL12	237256_at
RAB4B	237257_at
LOC100505978	237260_at
ANGPT2	237261_at
FAM59A	237262_at
MEIOB	237265_at
LOC100289509	237266_at
LOC100506675	237267_at
DSCAM	237268_at
LOC100505710	237270_at
LOC154872	237271_at
LOC100506907	237272_at
KCNU1	237273_at
LOC100505547	237274_at
LINC00458	237275_at
NASP	237276_at
TCTE1	237280_at
AKAP14	237281_at
DNAJB8	237284_at
SORBS2	237285_at
INTS9	237286_at
TGM7	237288_at
CREB1	237289_at
PRORSD1P	237291_at
DPYSL3	237292_at
RASSF4	237294_at
FAM53B	237297_at
FLJ26850	237298_at
PSMA3	237300_at
SYCE2	237304_at
ZNF829	237306_at
LOC100506272	237312_at
LOC100507410	237313_at
ENKUR	237314_at
ANKDD1A	237316_at
C2orf53	237319_at
FAM71F2	237320_at
LOC100506457	237321_at
MIAT	237322_at
HKDC1	237323_at
C22orf43	237325_at
LINC00310	237326_at
APH1A	237327_at
C14orf105	237328_at
LOC100509621	237329_at
MAPT-AS1	237331_s_at
RBBP4	237333_at
ZP1	237335_at
ADD2	237336_at
B3GNT8	237338_at
SLC26A8	237340_at
TOLLIP	237342_at
LOC100505964	237343_at
LOC100505474	237344_at
TGDS	237346_at
TSHR	237349_at
TTC36	237350_at
PDXDC1	237354_at
OSTM1-AS1	237357_at
ACTRT2	237360_at
ZFP41	237362_at
SPATA6L	237363_at
ELOVL2-AS1	237365_at
